id|date|home_team|home_team_score|visit_team|visit_team_score
320401022|2012-04-01|Portland|119|Minnesota Timberwolves|106
320414016|2012-04-14|Minnesota Timberwolves|110|Oklahoma City|115
320103025|2012-01-03|Oklahoma City Thunder|93|Portland|103
320206022|2012-02-06|Portland|107|Oklahoma City Thunder|111
320210026|2012-02-10|Utah|87|Oklahoma City Thunder|101
320214025|2012-02-14|Oklahoma City Thunder|111|Utah|85
320318025|2012-03-18|Oklahoma City Thunder|111|Portland|95
320320026|2012-03-20|Utah|97|Oklahoma City Thunder|90
320327022|2012-03-27|Portland|95|Oklahoma City Thunder|109
320130026|2012-01-30|Utah|93|Portland Trail Blazers|89
320402022|2012-04-02|Portland Trail Blazers|97|Utah|102
320418022|2012-04-18|Portland Trail Blazers|91|Utah|112
320426026|2012-04-26|Utah|96|Portland Trail Blazers|94
